sample_id,category,outlier_dimension,outlier_severity,outlier_direction,truth_topology_id,truth_parameter_domain
final_s03_G003_branch_load_scale_far_upper_01,out_of_domain_far,branch_load_scale,far,upper,G003,out_of_domain
final_s03_G003_branch_load_scale_far_upper_02,out_of_domain_far,branch_load_scale,far,upper,G003,out_of_domain
final_s03_G003_source_impedance_ohm_near_lower_01,out_of_domain_near,source_impedance_ohm,near,lower,G003,out_of_domain
final_s03_G003_source_impedance_ohm_near_lower_02,out_of_domain_near,source_impedance_ohm,near,lower,G003,out_of_domain
final_s03_G003_source_impedance_ohm_near_upper_01,out_of_domain_near,source_impedance_ohm,near,upper,G003,out_of_domain
final_s03_G003_source_impedance_ohm_near_upper_02,out_of_domain_near,source_impedance_ohm,near,upper,G003,out_of_domain
final_s03_G003_source_impedance_ohm_medium_lower_01,out_of_domain_medium,source_impedance_ohm,medium,lower,G003,out_of_domain
final_s03_G003_source_impedance_ohm_medium_lower_02,out_of_domain_medium,source_impedance_ohm,medium,lower,G003,out_of_domain
final_s03_G003_source_impedance_ohm_medium_upper_01,out_of_domain_medium,source_impedance_ohm,medium,upper,G003,out_of_domain
final_s03_G003_source_impedance_ohm_medium_upper_02,out_of_domain_medium,source_impedance_ohm,medium,upper,G003,out_of_domain
final_s03_G003_source_impedance_ohm_far_lower_01,out_of_domain_far,source_impedance_ohm,far,lower,G003,out_of_domain
final_s03_G003_source_impedance_ohm_far_lower_02,out_of_domain_far,source_impedance_ohm,far,lower,G003,out_of_domain
final_s03_G003_source_impedance_ohm_far_upper_01,out_of_domain_far,source_impedance_ohm,far,upper,G003,out_of_domain
final_s03_G003_source_impedance_ohm_far_upper_02,out_of_domain_far,source_impedance_ohm,far,upper,G003,out_of_domain
final_s03_G003_receiver_impedance_ohm_near_lower_01,out_of_domain_near,receiver_impedance_ohm,near,lower,G003,out_of_domain
final_s03_G003_receiver_impedance_ohm_near_lower_02,out_of_domain_near,receiver_impedance_ohm,near,lower,G003,out_of_domain
final_s03_G003_receiver_impedance_ohm_near_upper_01,out_of_domain_near,receiver_impedance_ohm,near,upper,G003,out_of_domain
final_s03_G003_receiver_impedance_ohm_near_upper_02,out_of_domain_near,receiver_impedance_ohm,near,upper,G003,out_of_domain
final_s03_G003_receiver_impedance_ohm_medium_lower_01,out_of_domain_medium,receiver_impedance_ohm,medium,lower,G003,out_of_domain
final_s03_G003_receiver_impedance_ohm_medium_lower_02,out_of_domain_medium,receiver_impedance_ohm,medium,lower,G003,out_of_domain
final_s03_G003_receiver_impedance_ohm_medium_upper_01,out_of_domain_medium,receiver_impedance_ohm,medium,upper,G003,out_of_domain
final_s03_G003_receiver_impedance_ohm_medium_upper_02,out_of_domain_medium,receiver_impedance_ohm,medium,upper,G003,out_of_domain
final_s03_G003_receiver_impedance_ohm_far_lower_01,out_of_domain_far,receiver_impedance_ohm,far,lower,G003,out_of_domain
final_s03_G003_receiver_impedance_ohm_far_lower_02,out_of_domain_far,receiver_impedance_ohm,far,lower,G003,out_of_domain
final_s03_G003_receiver_impedance_ohm_far_upper_01,out_of_domain_far,receiver_impedance_ohm,far,upper,G003,out_of_domain
final_s03_G003_receiver_impedance_ohm_far_upper_02,out_of_domain_far,receiver_impedance_ohm,far,upper,G003,out_of_domain
final_s03_G004_in_001,in_domain_interior,,,,G004,in_domain
final_s03_G004_in_002,in_domain_interior,,,,G004,in_domain
final_s03_G004_in_003,in_domain_interior,,,,G004,in_domain
final_s03_G004_in_004,in_domain_interior,,,,G004,in_domain
final_s03_G004_main_length_scale_near_lower_01,out_of_domain_near,main_length_scale,near,lower,G004,out_of_domain
final_s03_G004_main_length_scale_near_lower_02,out_of_domain_near,main_length_scale,near,lower,G004,out_of_domain
final_s03_G004_main_length_scale_near_upper_01,out_of_domain_near,main_length_scale,near,upper,G004,out_of_domain
final_s03_G004_main_length_scale_near_upper_02,out_of_domain_near,main_length_scale,near,upper,G004,out_of_domain
final_s03_G004_main_length_scale_medium_lower_01,out_of_domain_medium,main_length_scale,medium,lower,G004,out_of_domain
final_s03_G004_main_length_scale_medium_lower_02,out_of_domain_medium,main_length_scale,medium,lower,G004,out_of_domain
final_s03_G004_main_length_scale_medium_upper_01,out_of_domain_medium,main_length_scale,medium,upper,G004,out_of_domain
final_s03_G004_main_length_scale_medium_upper_02,out_of_domain_medium,main_length_scale,medium,upper,G004,out_of_domain
final_s03_G004_main_length_scale_far_lower_01,out_of_domain_far,main_length_scale,far,lower,G004,out_of_domain
final_s03_G004_main_length_scale_far_lower_02,out_of_domain_far,main_length_scale,far,lower,G004,out_of_domain
final_s03_G004_main_length_scale_far_upper_01,out_of_domain_far,main_length_scale,far,upper,G004,out_of_domain
final_s03_G004_main_length_scale_far_upper_02,out_of_domain_far,main_length_scale,far,upper,G004,out_of_domain
final_s03_G004_branch_length_scale_near_lower_01,out_of_domain_near,branch_length_scale,near,lower,G004,out_of_domain
final_s03_G004_branch_length_scale_near_lower_02,out_of_domain_near,branch_length_scale,near,lower,G004,out_of_domain
final_s03_G004_branch_length_scale_near_upper_01,out_of_domain_near,branch_length_scale,near,upper,G004,out_of_domain
final_s03_G004_branch_length_scale_near_upper_02,out_of_domain_near,branch_length_scale,near,upper,G004,out_of_domain
final_s03_G004_branch_length_scale_medium_lower_01,out_of_domain_medium,branch_length_scale,medium,lower,G004,out_of_domain
final_s03_G004_branch_length_scale_medium_lower_02,out_of_domain_medium,branch_length_scale,medium,lower,G004,out_of_domain
final_s03_G004_branch_length_scale_medium_upper_01,out_of_domain_medium,branch_length_scale,medium,upper,G004,out_of_domain
final_s03_G004_branch_length_scale_medium_upper_02,out_of_domain_medium,branch_length_scale,medium,upper,G004,out_of_domain
final_s03_G004_branch_length_scale_far_lower_01,out_of_domain_far,branch_length_scale,far,lower,G004,out_of_domain
final_s03_G004_branch_length_scale_far_lower_02,out_of_domain_far,branch_length_scale,far,lower,G004,out_of_domain
final_s03_G004_branch_length_scale_far_upper_01,out_of_domain_far,branch_length_scale,far,upper,G004,out_of_domain
final_s03_G004_branch_length_scale_far_upper_02,out_of_domain_far,branch_length_scale,far,upper,G004,out_of_domain
final_s03_G004_branch_load_scale_near_lower_01,out_of_domain_near,branch_load_scale,near,lower,G004,out_of_domain
final_s03_G004_branch_load_scale_near_lower_02,out_of_domain_near,branch_load_scale,near,lower,G004,out_of_domain
final_s03_G004_branch_load_scale_near_upper_01,out_of_domain_near,branch_load_scale,near,upper,G004,out_of_domain
final_s03_G004_branch_load_scale_near_upper_02,out_of_domain_near,branch_load_scale,near,upper,G004,out_of_domain
final_s03_G004_branch_load_scale_medium_lower_01,out_of_domain_medium,branch_load_scale,medium,lower,G004,out_of_domain
final_s03_G004_branch_load_scale_medium_lower_02,out_of_domain_medium,branch_load_scale,medium,lower,G004,out_of_domain
final_s03_G004_branch_load_scale_medium_upper_01,out_of_domain_medium,branch_load_scale,medium,upper,G004,out_of_domain
final_s03_G004_branch_load_scale_medium_upper_02,out_of_domain_medium,branch_load_scale,medium,upper,G004,out_of_domain
final_s03_G004_branch_load_scale_far_lower_01,out_of_domain_far,branch_load_scale,far,lower,G004,out_of_domain
final_s03_G004_branch_load_scale_far_lower_02,out_of_domain_far,branch_load_scale,far,lower,G004,out_of_domain
final_s03_G004_branch_load_scale_far_upper_01,out_of_domain_far,branch_load_scale,far,upper,G004,out_of_domain
final_s03_G004_branch_load_scale_far_upper_02,out_of_domain_far,branch_load_scale,far,upper,G004,out_of_domain
final_s03_G004_source_impedance_ohm_near_lower_01,out_of_domain_near,source_impedance_ohm,near,lower,G004,out_of_domain
final_s03_G004_source_impedance_ohm_near_lower_02,out_of_domain_near,source_impedance_ohm,near,lower,G004,out_of_domain
final_s03_G004_source_impedance_ohm_near_upper_01,out_of_domain_near,source_impedance_ohm,near,upper,G004,out_of_domain
final_s03_G004_source_impedance_ohm_near_upper_02,out_of_domain_near,source_impedance_ohm,near,upper,G004,out_of_domain
final_s03_G004_source_impedance_ohm_medium_lower_01,out_of_domain_medium,source_impedance_ohm,medium,lower,G004,out_of_domain
final_s03_G004_source_impedance_ohm_medium_lower_02,out_of_domain_medium,source_impedance_ohm,medium,lower,G004,out_of_domain
final_s03_G004_source_impedance_ohm_medium_upper_01,out_of_domain_medium,source_impedance_ohm,medium,upper,G004,out_of_domain
final_s03_G004_source_impedance_ohm_medium_upper_02,out_of_domain_medium,source_impedance_ohm,medium,upper,G004,out_of_domain
final_s03_G004_source_impedance_ohm_far_lower_01,out_of_domain_far,source_impedance_ohm,far,lower,G004,out_of_domain
final_s03_G004_source_impedance_ohm_far_lower_02,out_of_domain_far,source_impedance_ohm,far,lower,G004,out_of_domain
final_s03_G004_source_impedance_ohm_far_upper_01,out_of_domain_far,source_impedance_ohm,far,upper,G004,out_of_domain
final_s03_G004_source_impedance_ohm_far_upper_02,out_of_domain_far,source_impedance_ohm,far,upper,G004,out_of_domain
final_s03_G004_receiver_impedance_ohm_near_lower_01,out_of_domain_near,receiver_impedance_ohm,near,lower,G004,out_of_domain
final_s03_G004_receiver_impedance_ohm_near_lower_02,out_of_domain_near,receiver_impedance_ohm,near,lower,G004,out_of_domain
final_s03_G004_receiver_impedance_ohm_near_upper_01,out_of_domain_near,receiver_impedance_ohm,near,upper,G004,out_of_domain
final_s03_G004_receiver_impedance_ohm_near_upper_02,out_of_domain_near,receiver_impedance_ohm,near,upper,G004,out_of_domain
final_s03_G004_receiver_impedance_ohm_medium_lower_01,out_of_domain_medium,receiver_impedance_ohm,medium,lower,G004,out_of_domain
final_s03_G004_receiver_impedance_ohm_medium_lower_02,out_of_domain_medium,receiver_impedance_ohm,medium,lower,G004,out_of_domain
final_s03_G004_receiver_impedance_ohm_medium_upper_01,out_of_domain_medium,receiver_impedance_ohm,medium,upper,G004,out_of_domain
final_s03_G004_receiver_impedance_ohm_medium_upper_02,out_of_domain_medium,receiver_impedance_ohm,medium,upper,G004,out_of_domain
final_s03_G004_receiver_impedance_ohm_far_lower_01,out_of_domain_far,receiver_impedance_ohm,far,lower,G004,out_of_domain
final_s03_G004_receiver_impedance_ohm_far_lower_02,out_of_domain_far,receiver_impedance_ohm,far,lower,G004,out_of_domain
final_s03_G004_receiver_impedance_ohm_far_upper_01,out_of_domain_far,receiver_impedance_ohm,far,upper,G004,out_of_domain
final_s03_G004_receiver_impedance_ohm_far_upper_02,out_of_domain_far,receiver_impedance_ohm,far,upper,G004,out_of_domain
final_s03_G005_in_001,in_domain_interior,,,,G005,in_domain
final_s03_G005_in_002,in_domain_interior,,,,G005,in_domain
final_s03_G005_in_003,in_domain_interior,,,,G005,in_domain
final_s03_G005_in_004,in_domain_interior,,,,G005,in_domain
final_s03_G005_main_length_scale_near_lower_01,out_of_domain_near,main_length_scale,near,lower,G005,out_of_domain
final_s03_G005_main_length_scale_near_lower_02,out_of_domain_near,main_length_scale,near,lower,G005,out_of_domain
final_s03_G005_main_length_scale_near_upper_01,out_of_domain_near,main_length_scale,near,upper,G005,out_of_domain
final_s03_G005_main_length_scale_near_upper_02,out_of_domain_near,main_length_scale,near,upper,G005,out_of_domain
final_s03_G005_main_length_scale_medium_lower_01,out_of_domain_medium,main_length_scale,medium,lower,G005,out_of_domain
final_s03_G005_main_length_scale_medium_lower_02,out_of_domain_medium,main_length_scale,medium,lower,G005,out_of_domain
final_s03_G005_main_length_scale_medium_upper_01,out_of_domain_medium,main_length_scale,medium,upper,G005,out_of_domain
final_s03_G005_main_length_scale_medium_upper_02,out_of_domain_medium,main_length_scale,medium,upper,G005,out_of_domain
final_s03_G005_main_length_scale_far_lower_01,out_of_domain_far,main_length_scale,far,lower,G005,out_of_domain
final_s03_G005_main_length_scale_far_lower_02,out_of_domain_far,main_length_scale,far,lower,G005,out_of_domain
final_s03_G005_main_length_scale_far_upper_01,out_of_domain_far,main_length_scale,far,upper,G005,out_of_domain
final_s03_G005_main_length_scale_far_upper_02,out_of_domain_far,main_length_scale,far,upper,G005,out_of_domain
final_s03_G005_branch_length_scale_near_lower_01,out_of_domain_near,branch_length_scale,near,lower,G005,out_of_domain
final_s03_G005_branch_length_scale_near_lower_02,out_of_domain_near,branch_length_scale,near,lower,G005,out_of_domain
final_s03_G005_branch_length_scale_near_upper_01,out_of_domain_near,branch_length_scale,near,upper,G005,out_of_domain
final_s03_G005_branch_length_scale_near_upper_02,out_of_domain_near,branch_length_scale,near,upper,G005,out_of_domain
final_s03_G005_branch_length_scale_medium_lower_01,out_of_domain_medium,branch_length_scale,medium,lower,G005,out_of_domain
final_s03_G005_branch_length_scale_medium_lower_02,out_of_domain_medium,branch_length_scale,medium,lower,G005,out_of_domain
final_s03_G005_branch_length_scale_medium_upper_01,out_of_domain_medium,branch_length_scale,medium,upper,G005,out_of_domain
final_s03_G005_branch_length_scale_medium_upper_02,out_of_domain_medium,branch_length_scale,medium,upper,G005,out_of_domain
final_s03_G005_branch_length_scale_far_lower_01,out_of_domain_far,branch_length_scale,far,lower,G005,out_of_domain
final_s03_G005_branch_length_scale_far_lower_02,out_of_domain_far,branch_length_scale,far,lower,G005,out_of_domain
final_s03_G005_branch_length_scale_far_upper_01,out_of_domain_far,branch_length_scale,far,upper,G005,out_of_domain
final_s03_G005_branch_length_scale_far_upper_02,out_of_domain_far,branch_length_scale,far,upper,G005,out_of_domain
final_s03_G005_branch_load_scale_near_lower_01,out_of_domain_near,branch_load_scale,near,lower,G005,out_of_domain
final_s03_G005_branch_load_scale_near_lower_02,out_of_domain_near,branch_load_scale,near,lower,G005,out_of_domain
final_s03_G005_branch_load_scale_near_upper_01,out_of_domain_near,branch_load_scale,near,upper,G005,out_of_domain
final_s03_G005_branch_load_scale_near_upper_02,out_of_domain_near,branch_load_scale,near,upper,G005,out_of_domain
final_s03_G005_branch_load_scale_medium_lower_01,out_of_domain_medium,branch_load_scale,medium,lower,G005,out_of_domain
final_s03_G005_branch_load_scale_medium_lower_02,out_of_domain_medium,branch_load_scale,medium,lower,G005,out_of_domain
final_s03_G005_branch_load_scale_medium_upper_01,out_of_domain_medium,branch_load_scale,medium,upper,G005,out_of_domain
final_s03_G005_branch_load_scale_medium_upper_02,out_of_domain_medium,branch_load_scale,medium,upper,G005,out_of_domain
final_s03_G005_branch_load_scale_far_lower_01,out_of_domain_far,branch_load_scale,far,lower,G005,out_of_domain
final_s03_G005_branch_load_scale_far_lower_02,out_of_domain_far,branch_load_scale,far,lower,G005,out_of_domain
final_s03_G005_branch_load_scale_far_upper_01,out_of_domain_far,branch_load_scale,far,upper,G005,out_of_domain
final_s03_G005_branch_load_scale_far_upper_02,out_of_domain_far,branch_load_scale,far,upper,G005,out_of_domain
final_s03_G005_source_impedance_ohm_near_lower_01,out_of_domain_near,source_impedance_ohm,near,lower,G005,out_of_domain
final_s03_G005_source_impedance_ohm_near_lower_02,out_of_domain_near,source_impedance_ohm,near,lower,G005,out_of_domain
final_s03_G005_source_impedance_ohm_near_upper_01,out_of_domain_near,source_impedance_ohm,near,upper,G005,out_of_domain
final_s03_G005_source_impedance_ohm_near_upper_02,out_of_domain_near,source_impedance_ohm,near,upper,G005,out_of_domain
final_s03_G005_source_impedance_ohm_medium_lower_01,out_of_domain_medium,source_impedance_ohm,medium,lower,G005,out_of_domain
final_s03_G005_source_impedance_ohm_medium_lower_02,out_of_domain_medium,source_impedance_ohm,medium,lower,G005,out_of_domain
final_s03_G005_source_impedance_ohm_medium_upper_01,out_of_domain_medium,source_impedance_ohm,medium,upper,G005,out_of_domain
final_s03_G005_source_impedance_ohm_medium_upper_02,out_of_domain_medium,source_impedance_ohm,medium,upper,G005,out_of_domain
final_s03_G005_source_impedance_ohm_far_lower_01,out_of_domain_far,source_impedance_ohm,far,lower,G005,out_of_domain
final_s03_G005_source_impedance_ohm_far_lower_02,out_of_domain_far,source_impedance_ohm,far,lower,G005,out_of_domain
final_s03_G005_source_impedance_ohm_far_upper_01,out_of_domain_far,source_impedance_ohm,far,upper,G005,out_of_domain
final_s03_G005_source_impedance_ohm_far_upper_02,out_of_domain_far,source_impedance_ohm,far,upper,G005,out_of_domain
final_s03_G005_receiver_impedance_ohm_near_lower_01,out_of_domain_near,receiver_impedance_ohm,near,lower,G005,out_of_domain
final_s03_G005_receiver_impedance_ohm_near_lower_02,out_of_domain_near,receiver_impedance_ohm,near,lower,G005,out_of_domain
final_s03_G005_receiver_impedance_ohm_near_upper_01,out_of_domain_near,receiver_impedance_ohm,near,upper,G005,out_of_domain
final_s03_G005_receiver_impedance_ohm_near_upper_02,out_of_domain_near,receiver_impedance_ohm,near,upper,G005,out_of_domain
final_s03_G005_receiver_impedance_ohm_medium_lower_01,out_of_domain_medium,receiver_impedance_ohm,medium,lower,G005,out_of_domain
final_s03_G005_receiver_impedance_ohm_medium_lower_02,out_of_domain_medium,receiver_impedance_ohm,medium,lower,G005,out_of_domain
final_s03_G005_receiver_impedance_ohm_medium_upper_01,out_of_domain_medium,receiver_impedance_ohm,medium,upper,G005,out_of_domain
final_s03_G005_receiver_impedance_ohm_medium_upper_02,out_of_domain_medium,receiver_impedance_ohm,medium,upper,G005,out_of_domain
final_s03_G005_receiver_impedance_ohm_far_lower_01,out_of_domain_far,receiver_impedance_ohm,far,lower,G005,out_of_domain
final_s03_G005_receiver_impedance_ohm_far_lower_02,out_of_domain_far,receiver_impedance_ohm,far,lower,G005,out_of_domain
final_s03_G005_receiver_impedance_ohm_far_upper_01,out_of_domain_far,receiver_impedance_ohm,far,upper,G005,out_of_domain
final_s03_G005_receiver_impedance_ohm_far_upper_02,out_of_domain_far,receiver_impedance_ohm,far,upper,G005,out_of_domain
final_s03_G006_in_001,in_domain_interior,,,,G006,in_domain
final_s03_G006_in_002,in_domain_interior,,,,G006,in_domain
final_s03_G006_in_003,in_domain_interior,,,,G006,in_domain
final_s03_G006_in_004,in_domain_interior,,,,G006,in_domain
final_s03_G006_main_length_scale_near_lower_01,out_of_domain_near,main_length_scale,near,lower,G006,out_of_domain
final_s03_G006_main_length_scale_near_lower_02,out_of_domain_near,main_length_scale,near,lower,G006,out_of_domain
final_s03_G006_main_length_scale_near_upper_01,out_of_domain_near,main_length_scale,near,upper,G006,out_of_domain
final_s03_G006_main_length_scale_near_upper_02,out_of_domain_near,main_length_scale,near,upper,G006,out_of_domain
final_s03_G006_main_length_scale_medium_lower_01,out_of_domain_medium,main_length_scale,medium,lower,G006,out_of_domain
final_s03_G006_main_length_scale_medium_lower_02,out_of_domain_medium,main_length_scale,medium,lower,G006,out_of_domain
final_s03_G006_main_length_scale_medium_upper_01,out_of_domain_medium,main_length_scale,medium,upper,G006,out_of_domain
final_s03_G006_main_length_scale_medium_upper_02,out_of_domain_medium,main_length_scale,medium,upper,G006,out_of_domain
final_s03_G006_main_length_scale_far_lower_01,out_of_domain_far,main_length_scale,far,lower,G006,out_of_domain
final_s03_G006_main_length_scale_far_lower_02,out_of_domain_far,main_length_scale,far,lower,G006,out_of_domain
final_s03_G006_main_length_scale_far_upper_01,out_of_domain_far,main_length_scale,far,upper,G006,out_of_domain
final_s03_G006_main_length_scale_far_upper_02,out_of_domain_far,main_length_scale,far,upper,G006,out_of_domain
final_s03_G006_branch_length_scale_near_lower_01,out_of_domain_near,branch_length_scale,near,lower,G006,out_of_domain
final_s03_G006_branch_length_scale_near_lower_02,out_of_domain_near,branch_length_scale,near,lower,G006,out_of_domain
final_s03_G006_branch_length_scale_near_upper_01,out_of_domain_near,branch_length_scale,near,upper,G006,out_of_domain
final_s03_G006_branch_length_scale_near_upper_02,out_of_domain_near,branch_length_scale,near,upper,G006,out_of_domain
final_s03_G006_branch_length_scale_medium_lower_01,out_of_domain_medium,branch_length_scale,medium,lower,G006,out_of_domain
final_s03_G006_branch_length_scale_medium_lower_02,out_of_domain_medium,branch_length_scale,medium,lower,G006,out_of_domain
final_s03_G006_branch_length_scale_medium_upper_01,out_of_domain_medium,branch_length_scale,medium,upper,G006,out_of_domain
final_s03_G006_branch_length_scale_medium_upper_02,out_of_domain_medium,branch_length_scale,medium,upper,G006,out_of_domain
final_s03_G006_branch_length_scale_far_lower_01,out_of_domain_far,branch_length_scale,far,lower,G006,out_of_domain
final_s03_G006_branch_length_scale_far_lower_02,out_of_domain_far,branch_length_scale,far,lower,G006,out_of_domain
final_s03_G006_branch_length_scale_far_upper_01,out_of_domain_far,branch_length_scale,far,upper,G006,out_of_domain
final_s03_G006_branch_length_scale_far_upper_02,out_of_domain_far,branch_length_scale,far,upper,G006,out_of_domain
final_s03_G006_branch_load_scale_near_lower_01,out_of_domain_near,branch_load_scale,near,lower,G006,out_of_domain
final_s03_G006_branch_load_scale_near_lower_02,out_of_domain_near,branch_load_scale,near,lower,G006,out_of_domain
final_s03_G006_branch_load_scale_near_upper_01,out_of_domain_near,branch_load_scale,near,upper,G006,out_of_domain
final_s03_G006_branch_load_scale_near_upper_02,out_of_domain_near,branch_load_scale,near,upper,G006,out_of_domain
final_s03_G006_branch_load_scale_medium_lower_01,out_of_domain_medium,branch_load_scale,medium,lower,G006,out_of_domain
final_s03_G006_branch_load_scale_medium_lower_02,out_of_domain_medium,branch_load_scale,medium,lower,G006,out_of_domain
final_s03_G006_branch_load_scale_medium_upper_01,out_of_domain_medium,branch_load_scale,medium,upper,G006,out_of_domain
final_s03_G006_branch_load_scale_medium_upper_02,out_of_domain_medium,branch_load_scale,medium,upper,G006,out_of_domain
final_s03_G006_branch_load_scale_far_lower_01,out_of_domain_far,branch_load_scale,far,lower,G006,out_of_domain
final_s03_G006_branch_load_scale_far_lower_02,out_of_domain_far,branch_load_scale,far,lower,G006,out_of_domain
final_s03_G006_branch_load_scale_far_upper_01,out_of_domain_far,branch_load_scale,far,upper,G006,out_of_domain
final_s03_G006_branch_load_scale_far_upper_02,out_of_domain_far,branch_load_scale,far,upper,G006,out_of_domain
final_s03_G006_source_impedance_ohm_near_lower_01,out_of_domain_near,source_impedance_ohm,near,lower,G006,out_of_domain
final_s03_G006_source_impedance_ohm_near_lower_02,out_of_domain_near,source_impedance_ohm,near,lower,G006,out_of_domain
final_s03_G006_source_impedance_ohm_near_upper_01,out_of_domain_near,source_impedance_ohm,near,upper,G006,out_of_domain
final_s03_G006_source_impedance_ohm_near_upper_02,out_of_domain_near,source_impedance_ohm,near,upper,G006,out_of_domain
final_s03_G006_source_impedance_ohm_medium_lower_01,out_of_domain_medium,source_impedance_ohm,medium,lower,G006,out_of_domain
final_s03_G006_source_impedance_ohm_medium_lower_02,out_of_domain_medium,source_impedance_ohm,medium,lower,G006,out_of_domain
final_s03_G006_source_impedance_ohm_medium_upper_01,out_of_domain_medium,source_impedance_ohm,medium,upper,G006,out_of_domain
final_s03_G006_source_impedance_ohm_medium_upper_02,out_of_domain_medium,source_impedance_ohm,medium,upper,G006,out_of_domain
final_s03_G006_source_impedance_ohm_far_lower_01,out_of_domain_far,source_impedance_ohm,far,lower,G006,out_of_domain
final_s03_G006_source_impedance_ohm_far_lower_02,out_of_domain_far,source_impedance_ohm,far,lower,G006,out_of_domain
final_s03_G006_source_impedance_ohm_far_upper_01,out_of_domain_far,source_impedance_ohm,far,upper,G006,out_of_domain
final_s03_G006_source_impedance_ohm_far_upper_02,out_of_domain_far,source_impedance_ohm,far,upper,G006,out_of_domain
final_s03_G006_receiver_impedance_ohm_near_lower_01,out_of_domain_near,receiver_impedance_ohm,near,lower,G006,out_of_domain
final_s03_G006_receiver_impedance_ohm_near_lower_02,out_of_domain_near,receiver_impedance_ohm,near,lower,G006,out_of_domain
final_s03_G006_receiver_impedance_ohm_near_upper_01,out_of_domain_near,receiver_impedance_ohm,near,upper,G006,out_of_domain
final_s03_G006_receiver_impedance_ohm_near_upper_02,out_of_domain_near,receiver_impedance_ohm,near,upper,G006,out_of_domain
final_s03_G006_receiver_impedance_ohm_medium_lower_01,out_of_domain_medium,receiver_impedance_ohm,medium,lower,G006,out_of_domain
final_s03_G006_receiver_impedance_ohm_medium_lower_02,out_of_domain_medium,receiver_impedance_ohm,medium,lower,G006,out_of_domain
final_s03_G006_receiver_impedance_ohm_medium_upper_01,out_of_domain_medium,receiver_impedance_ohm,medium,upper,G006,out_of_domain
final_s03_G006_receiver_impedance_ohm_medium_upper_02,out_of_domain_medium,receiver_impedance_ohm,medium,upper,G006,out_of_domain
final_s03_G006_receiver_impedance_ohm_far_lower_01,out_of_domain_far,receiver_impedance_ohm,far,lower,G006,out_of_domain
final_s03_G006_receiver_impedance_ohm_far_lower_02,out_of_domain_far,receiver_impedance_ohm,far,lower,G006,out_of_domain
final_s03_G006_receiver_impedance_ohm_far_upper_01,out_of_domain_far,receiver_impedance_ohm,far,upper,G006,out_of_domain
final_s03_G006_receiver_impedance_ohm_far_upper_02,out_of_domain_far,receiver_impedance_ohm,far,upper,G006,out_of_domain
final_s03_G007_in_001,in_domain_interior,,,,G007,in_domain
final_s03_G007_in_002,in_domain_interior,,,,G007,in_domain
final_s03_G007_in_003,in_domain_interior,,,,G007,in_domain
final_s03_G007_in_004,in_domain_interior,,,,G007,in_domain
final_s03_G007_main_length_scale_near_lower_01,out_of_domain_near,main_length_scale,near,lower,G007,out_of_domain
final_s03_G007_main_length_scale_near_lower_02,out_of_domain_near,main_length_scale,near,lower,G007,out_of_domain
final_s03_G007_main_length_scale_near_upper_01,out_of_domain_near,main_length_scale,near,upper,G007,out_of_domain
final_s03_G007_main_length_scale_near_upper_02,out_of_domain_near,main_length_scale,near,upper,G007,out_of_domain
final_s03_G007_main_length_scale_medium_lower_01,out_of_domain_medium,main_length_scale,medium,lower,G007,out_of_domain
final_s03_G007_main_length_scale_medium_lower_02,out_of_domain_medium,main_length_scale,medium,lower,G007,out_of_domain
final_s03_G007_main_length_scale_medium_upper_01,out_of_domain_medium,main_length_scale,medium,upper,G007,out_of_domain
final_s03_G007_main_length_scale_medium_upper_02,out_of_domain_medium,main_length_scale,medium,upper,G007,out_of_domain
final_s03_G007_main_length_scale_far_lower_01,out_of_domain_far,main_length_scale,far,lower,G007,out_of_domain
final_s03_G007_main_length_scale_far_lower_02,out_of_domain_far,main_length_scale,far,lower,G007,out_of_domain
final_s03_G007_main_length_scale_far_upper_01,out_of_domain_far,main_length_scale,far,upper,G007,out_of_domain
final_s03_G007_main_length_scale_far_upper_02,out_of_domain_far,main_length_scale,far,upper,G007,out_of_domain
final_s03_G007_branch_length_scale_near_lower_01,out_of_domain_near,branch_length_scale,near,lower,G007,out_of_domain
final_s03_G007_branch_length_scale_near_lower_02,out_of_domain_near,branch_length_scale,near,lower,G007,out_of_domain
final_s03_G007_branch_length_scale_near_upper_01,out_of_domain_near,branch_length_scale,near,upper,G007,out_of_domain
final_s03_G007_branch_length_scale_near_upper_02,out_of_domain_near,branch_length_scale,near,upper,G007,out_of_domain
final_s03_G007_branch_length_scale_medium_lower_01,out_of_domain_medium,branch_length_scale,medium,lower,G007,out_of_domain
final_s03_G007_branch_length_scale_medium_lower_02,out_of_domain_medium,branch_length_scale,medium,lower,G007,out_of_domain
final_s03_G007_branch_length_scale_medium_upper_01,out_of_domain_medium,branch_length_scale,medium,upper,G007,out_of_domain
final_s03_G007_branch_length_scale_medium_upper_02,out_of_domain_medium,branch_length_scale,medium,upper,G007,out_of_domain
final_s03_G007_branch_length_scale_far_lower_01,out_of_domain_far,branch_length_scale,far,lower,G007,out_of_domain
final_s03_G007_branch_length_scale_far_lower_02,out_of_domain_far,branch_length_scale,far,lower,G007,out_of_domain
final_s03_G007_branch_length_scale_far_upper_01,out_of_domain_far,branch_length_scale,far,upper,G007,out_of_domain
final_s03_G007_branch_length_scale_far_upper_02,out_of_domain_far,branch_length_scale,far,upper,G007,out_of_domain
final_s03_G007_branch_load_scale_near_lower_01,out_of_domain_near,branch_load_scale,near,lower,G007,out_of_domain
