sample_id,physical_scenario_id,split,category,truth_topology_id,truth_set,truth_index,parameter_vector_hash,noiseless_cfr_hash,observation_hash,case_seed,scientific_hash
stage4a7_2_pilot_parameter_ood_05_03,stage4a7_2_pilot_parameter_ood_05_03,pilot,parameter_ood,G005,G005,5,20857e68c74491241db90315de7dbaede7364a5237cac05934098bbbee2c23a6,7b14ac6ccefef928e8e3bd53af9c8d3abc8e3e25a6d01f7a8e7e20d2a58dfd09,7b14ac6ccefef928e8e3bd53af9c8d3abc8e3e25a6d01f7a8e7e20d2a58dfd09,20267880,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
stage4a7_2_pilot_parameter_ood_06_01,stage4a7_2_pilot_parameter_ood_06_01,pilot,parameter_ood,G006,G006,6,7750b3d48882967d24753a8083b52da3fe4f7f31f849191e4cf3a13d70e01954,1417d3ade2629a6fe5747da46dac52f6f591aa5bc978b14cad080ae47d96d4cb,1417d3ade2629a6fe5747da46dac52f6f591aa5bc978b14cad080ae47d96d4cb,20268887,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
stage4a7_2_pilot_parameter_ood_06_02,stage4a7_2_pilot_parameter_ood_06_02,pilot,parameter_ood,G006,G006,6,9ef5600a6fd0d8ce556c33cd1d1f8abdc1550c3832f6b514b32ac1388df05102,74ed70b17003e10c6d7b5ce9a89a9e2939534a7663ef2946fced4f51228f3834,74ed70b17003e10c6d7b5ce9a89a9e2939534a7663ef2946fced4f51228f3834,20268888,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
stage4a7_2_pilot_parameter_ood_06_03,stage4a7_2_pilot_parameter_ood_06_03,pilot,parameter_ood,G006,G006,6,8c822145e9630f4245c7d7e18ec752e4698d115abf5a1d2510fd449f5d9a33ab,f10e6c40d6623aa086b1d4c755c8feb0bc4652ed902c2c3085bc5aba05cb7f06,f10e6c40d6623aa086b1d4c755c8feb0bc4652ed902c2c3085bc5aba05cb7f06,20268889,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
stage4a7_2_pilot_parameter_ood_07_01,stage4a7_2_pilot_parameter_ood_07_01,pilot,parameter_ood,G007,G007,7,356f49ca2f06d7c97fd687f9660cc38e45a31cf80a44ecab0a18480c4554feaf,57b71140ef7f857412a2a3f3d007f45fa88f1373b69ddd5dd858e783c2cd2ddb,57b71140ef7f857412a2a3f3d007f45fa88f1373b69ddd5dd858e783c2cd2ddb,20269896,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
stage4a7_2_pilot_parameter_ood_07_02,stage4a7_2_pilot_parameter_ood_07_02,pilot,parameter_ood,G007,G007,7,2b47bdc70dbb5e3a05781b6502edf88b6a074733f57dc8a3dee26c6aca3aa52c,ebb5817c97f92e05563d4e9fbf43f6494b6ca24cf197bccbf1c131a12d316640,ebb5817c97f92e05563d4e9fbf43f6494b6ca24cf197bccbf1c131a12d316640,20269897,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
stage4a7_2_pilot_parameter_ood_07_03,stage4a7_2_pilot_parameter_ood_07_03,pilot,parameter_ood,G007,G007,7,0f3009387786dc40d62011a10f90b1a95e6912be4f2193bc92f349c37459369a,b2587e77d1f057e1b2cdbd376d9ac346a7b95bf10ae0349f40411fc7f72b1f52,b2587e77d1f057e1b2cdbd376d9ac346a7b95bf10ae0349f40411fc7f72b1f52,20269898,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
stage4a7_2_pilot_structure_out_01_01,stage4a7_2_pilot_structure_out_01_01,pilot,structure_out,STRUCTURE_OOL_ENGINEERING_CANDIDATE,STRUCTURE_OOL_ENGINEERING_CANDIDATE,0,3fcb24d92127c4c100e36b1cba3eb73aeb6c5c7ee800c556f59bac9dad8a4860,0bff4e837b75e1bce3cf94ff4394086f2d05856b51dc57521d0fda9be1fe417c,0bff4e837b75e1bce3cf94ff4394086f2d05856b51dc57521d0fda9be1fe417c,20263943,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
stage4a7_2_pilot_structure_out_01_02,stage4a7_2_pilot_structure_out_01_02,pilot,structure_out,STRUCTURE_OOL_ENGINEERING_CANDIDATE,STRUCTURE_OOL_ENGINEERING_CANDIDATE,0,edddbddcd26522ea57450c8effb309d6608fba1173f1c015b0367a10aa4083a6,ddafa265c3b6b0f1b01499af380cccafb8c31f75aecdef177a9387a6045f8260,ddafa265c3b6b0f1b01499af380cccafb8c31f75aecdef177a9387a6045f8260,20263944,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
stage4a7_2_pilot_structure_out_01_03,stage4a7_2_pilot_structure_out_01_03,pilot,structure_out,STRUCTURE_OOL_ENGINEERING_CANDIDATE,STRUCTURE_OOL_ENGINEERING_CANDIDATE,0,0cdbe8c4ed7534ba7966d8fa7aab3a63f0a96c7aa3dba236f50019d116d2c59b,15709a4873d933ff37f16c22715c6984a0dd27aad7f50e71ca423a41258e4f12,15709a4873d933ff37f16c22715c6984a0dd27aad7f50e71ca423a41258e4f12,20263945,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
stage4a7_2_pilot_structure_out_01_04,stage4a7_2_pilot_structure_out_01_04,pilot,structure_out,STRUCTURE_OOL_ENGINEERING_CANDIDATE,STRUCTURE_OOL_ENGINEERING_CANDIDATE,0,7716d0bf9d65839c65f5439a51e0fbed2360ee79ac279c62b723f03557358f96,b3a352081764d774e2cbe683c19114bce5db95f6c13c7b16f19ef6479b6afb39,b3a352081764d774e2cbe683c19114bce5db95f6c13c7b16f19ef6479b6afb39,20263946,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
stage4a7_2_pilot_structure_out_01_05,stage4a7_2_pilot_structure_out_01_05,pilot,structure_out,STRUCTURE_OOL_ENGINEERING_CANDIDATE,STRUCTURE_OOL_ENGINEERING_CANDIDATE,0,37f9276c20c8c6ee275c13d7166d086b22e0e06f9cf13ac82e8b13c65a176b9d,edf0df4d38706ac8c8dd04f3d2fa82810af289f99f08aa76fe4a9949d72cabfc,edf0df4d38706ac8c8dd04f3d2fa82810af289f99f08aa76fe4a9949d72cabfc,20263947,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
stage4a7_2_pilot_structure_out_01_06,stage4a7_2_pilot_structure_out_01_06,pilot,structure_out,STRUCTURE_OOL_ENGINEERING_CANDIDATE,STRUCTURE_OOL_ENGINEERING_CANDIDATE,0,96f4e3d2ee7235c089c4d78a38d1fd1d7fc0ab7a6e13413842e12d0957e50811,062e6f30483221e16d72c967e3c5b632a1794248429e8d23cdea7653a9a088f5,062e6f30483221e16d72c967e3c5b632a1794248429e8d23cdea7653a9a088f5,20263948,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
stage4a7_2_pilot_structure_out_01_07,stage4a7_2_pilot_structure_out_01_07,pilot,structure_out,STRUCTURE_OOL_ENGINEERING_CANDIDATE,STRUCTURE_OOL_ENGINEERING_CANDIDATE,0,94accead4527b5861b0e74188bc79c06f40e37065ff5fd44d0adc5c54bdf150d,6218a4708f78aca4c99703dee888ec554f151d015f271ca380eb33744a42db0c,6218a4708f78aca4c99703dee888ec554f151d015f271ca380eb33744a42db0c,20263949,4529de112934e19ea28be655771be49c9cd29ea926db1579ae209314d662025d
